3.722339095078957882e+01,2.774734754414826909e+01,1.589716215960414125e+01
3.777941680422912185e+01,2.175030603194148071e+01,1.380342185468698091e+01
3.396534607361586211e+01,3.329209606207839300e+01,1.681267571822272444e+01
2.984549627515552928e+01,3.023325353779950220e+01,1.501906179235532868e+01
2.347151189274403293e+01,2.772944864664582809e+01,1.271171628095277129e+01
3.645047570120416935e+01,3.660313910844575247e+01,1.826332394552443361e+01
3.470435294085780242e+01,2.750425937762580730e+01,1.534381638238882317e+01
3.079156828197466211e+01,2.598078077960175492e+01,1.409117287936136620e+01
3.872904139982914273e+01,2.921019958709710451e+01,1.665139340199063867e+01
3.417197096193402928e+01,3.258423430646654140e+01,1.667961059291210546e+01
3.433003234242262636e+01,3.107892926633461883e+01,1.631184199594885342e+01
2.190634232174141971e+01,2.804996578507958560e+01,1.230019142501821605e+01
3.240383973953568386e+01,3.054279709677827981e+01,1.572290359046153441e+01
2.902079019686507522e+01,2.702957427576738070e+01,1.399490639442019457e+01
2.343321659387524036e+01,3.059903472280163683e+01,1.327047810798159055e+01
3.949875345883297229e+01,2.755030185878998239e+01,1.622994650232981684e+01
3.847860586082937573e+01,3.115655411500046768e+01,1.721631380166033054e+01
3.934974556009965596e+01,3.199984279775057416e+01,1.764811404011598484e+01
3.982646026524092520e+01,2.815040630971159175e+01,1.649283197112266208e+01
3.885425352266963728e+01,2.178985589567242442e+01,1.396060711111420538e+01
2.428623503438123521e+01,3.919686569218950467e+01,1.499523939310598308e+01
2.217134860941861874e+01,3.576390029021862915e+01,1.368655379975229280e+01
3.565429679433060528e+01,3.828452216404564012e+01,1.846131348993335664e+01
2.466792825408498402e+01,2.587642661260876054e+01,1.262886502034569247e+01
3.597556770522466252e+01,3.169798417484667041e+01,1.685079243102577706e+01
3.538825743072706587e+01,3.420786630027870956e+01,1.739402590105518698e+01
2.770500353576450436e+01,3.629262939483946582e+01,1.571132211712457583e+01
2.005679692663754921e+01,3.850254594884989245e+01,1.318726794623692911e+01
3.144578288657216802e+01,3.296488053427346898e+01,1.609370903990827273e+01
2.646082607951175092e+01,3.695007952805678997e+01,1.541895070962902992e+01
1.777777777777777554e-03,2.003556834298401412e+01,7.774759627674694348e-03
1.333333333333333218e-03,3.891245047080165165e+01,8.330932138230367351e-03
1.888888888888888881e-03,2.767983629454392513e+01,8.885245874142249853e-03
1.444444444444444545e-03,3.509788991586318829e+01,9.441577032861341728e-03
1.000000000000000021e-03,2.326259003022327931e+01,9.995703099660581750e-03
3.867784963507725848e+01,1.000000000000000104e-03,4.999353718760746884e-03
3.118548245506946159e+01,1.555555555555555768e-03,5.554625660036139126e-03
2.458838841424014987e+01,1.111111111111111431e-03,6.109592654556472019e-03
3.525899058454946555e+01,1.666666666666666227e-03,6.665474028518763965e-03
2.005961454125338861e+01,1.222222222222221891e-03,7.219622884098234050e-03
